iter	Passed	Remaining
470	697	783
471	698	781
472	699	779
473	700	777
474	701	775
475	703	773
476	704	771
477	705	769
478	706	768
479	707	766
480	708	764
481	709	762
482	710	760
483	711	758
484	712	756
485	713	754
486	714	752
487	715	750
488	716	748
489	717	746
490	718	744
491	719	743
492	720	741
493	721	739
494	722	737
495	723	735
496	724	733
497	725	731
498	726	729
499	727	727
500	728	725
501	729	724
502	730	722
503	731	720
504	733	718
505	734	716
506	735	714
507	736	713
508	737	711
509	738	709
510	739	707
511	740	705
512	741	703
513	742	702
514	743	700
515	744	698
516	745	696
517	746	694
518	747	693
519	748	691
520	749	689
521	750	687
522	751	685
523	753	684
524	754	682
525	755	680
526	756	678
527	757	676
528	758	675
529	759	673
530	760	671
531	761	669
532	762	667
533	763	666
534	764	664
535	765	662
536	766	660
537	767	659
538	768	657
539	769	655
540	770	653
541	771	652
542	772	650
543	774	648
544	775	647
545	776	645
546	777	643
547	778	642
548	779	640
549	780	638
550	782	637
551	783	635
552	784	634
553	785	632
554	786	630
555	787	629
556	789	627
557	790	625
558	791	624
559	792	622
560	793	620
561	794	619
562	795	617
563	796	615
564	797	613
565	798	612
566	799	610
567	800	608
568	801	607
569	802	605
570	803	603
571	804	602
572	806	600
573	807	598
574	808	597
575	809	595
576	810	593
577	811	592
578	812	590
579	813	588
580	814	587
581	815	585
582	816	583
583	817	582
584	818	580
585	819	579
586	820	577
587	821	575
588	822	574
589	823	572
590	824	570
591	825	569
592	826	567
593	828	565
594	829	564
595	830	562
596	831	561
597	832	559
598	833	557
599	834	556
600	835	554
601	836	552
602	837	551
603	838	549
604	839	548
605	840	546
606	841	544
607	842	543
608	843	541
609	844	540
610	845	538
611	846	536
612	847	535
613	848	533
614	849	532
615	850	530
616	852	528
617	853	527
618	854	525
619	855	524
620	856	522
621	857	521
622	858	519
623	859	517
624	860	516
625	861	514
626	862	512
627	863	511
628	864	509
629	865	508
630	866	506
631	867	505
632	868	503
633	869	502
634	870	500
635	871	498
636	872	497
637	873	495
638	874	494
639	875	492
640	876	491
641	877	489
642	878	487
643	879	486
644	880	484
645	881	483
646	882	481
647	883	480
648	884	478
649	885	477
650	887	475
651	888	474
652	889	472
653	890	470
654	891	469
655	892	467
656	893	466
657	894	464
658	895	463
659	896	461
660	897	460
661	898	458
662	899	457
663	900	455
664	901	454
665	902	452
666	903	451
667	904	449
668	905	448
669	906	446
670	907	445
671	909	443
672	910	442
673	911	440
674	912	439
675	913	437
676	914	436
677	915	434
678	916	433
679	917	431
680	918	430
681	919	428
682	920	427
683	921	425
684	922	424
685	923	422
686	924	421
687	925	419
688	926	418
689	928	416
690	929	415
691	930	413
692	931	412
693	932	411
694	933	409
695	934	408
696	935	406
697	936	405
698	937	403
699	938	402
700	939	400
701	940	399
702	941	397
703	942	396
704	943	394
705	944	393
706	945	391
707	946	390
708	947	388
709	948	387
710	949	386
711	950	384
712	951	383
713	952	381
714	953	380
715	954	378
716	955	377
717	957	375
718	958	374
719	959	373
720	960	371
721	961	370
722	962	368
723	963	367
724	964	365
725	965	364
726	966	362
727	967	361
728	968	360
729	969	358
730	970	357
731	971	355
732	972	354
733	973	352
734	974	351
735	975	350
736	976	348
737	977	347
738	978	345
739	980	344
740	981	342
741	982	341
742	983	340
743	984	338
744	985	337
745	986	335
746	987	334
747	989	333
748	990	331
749	991	330
750	992	329
751	993	327
752	995	326
753	996	325
754	997	323
755	998	322
756	999	320
757	1001	319
758	1002	318
759	1003	316
760	1004	315
761	1005	314
762	1006	312
763	1008	311
764	1009	310
765	1010	308
766	1011	307
767	1012	305
768	1013	304
769	1014	303
770	1016	301
771	1017	300
772	1018	298
773	1019	297
774	1020	296
775	1021	294
776	1022	293
777	1024	292
778	1025	290
779	1026	289
780	1027	288
781	1028	286
782	1029	285
783	1031	284
784	1032	282
785	1033	281
786	1034	279
787	1035	278
788	1036	277
789	1037	275
790	1039	274
791	1040	273
792	1041	271
793	1042	270
794	1043	269
795	1045	267
796	1046	266
797	1047	265
798	1048	263
799	1050	262
800	1051	261
801	1052	259
802	1053	258
803	1054	257
804	1055	255
805	1056	254
806	1057	252
807	1058	251
808	1060	250
809	1061	248
810	1062	247
811	1063	246
812	1064	244
813	1065	243
814	1066	242
815	1068	240
816	1069	239
817	1069	238
818	1071	236
819	1072	235
820	1073	234
821	1074	232
822	1075	231
823	1076	229
824	1077	228
825	1078	227
826	1080	225
827	1081	224
828	1082	223
829	1083	221
830	1084	220
831	1085	219
832	1087	217
833	1088	216
834	1089	215
835	1090	213
836	1091	212
837	1092	211
838	1093	209
839	1094	208
840	1095	207
841	1096	205
842	1097	204
843	1098	203
844	1099	201
845	1100	200
846	1101	199
847	1102	197
848	1104	196
849	1105	195
850	1106	193
851	1107	192
852	1108	190
853	1109	189
854	1110	188
855	1111	186
856	1112	185
857	1113	184
858	1114	182
859	1115	181
860	1116	180
861	1117	178
862	1118	177
863	1119	176
864	1120	174
865	1121	173
866	1122	172
867	1123	170
868	1124	169
869	1125	168
870	1126	166
871	1127	165
872	1128	164
873	1129	162
874	1130	161
875	1131	160
876	1132	158
877	1133	157
878	1134	156
879	1135	154
880	1136	153
881	1138	152
882	1139	150
883	1140	149
884	1141	148
885	1142	146
886	1143	145
887	1144	144
888	1145	142
889	1146	141
890	1147	140
891	1148	139
892	1149	137
893	1150	136
894	1151	135
895	1152	133
896	1153	132
897	1155	131
898	1156	129
899	1157	128
900	1158	127
901	1159	126
902	1161	124
903	1162	123
904	1163	122
905	1165	120
906	1166	119
907	1167	118
908	1168	117
909	1169	115
910	1170	114
911	1172	113
912	1173	111
913	1174	110
914	1175	109
915	1176	107
916	1177	106
917	1178	105
918	1179	103
919	1180	102
920	1181	101
921	1182	100
922	1183	98
923	1184	97
924	1185	96
925	1186	94
926	1187	93
927	1188	92
928	1189	90
929	1191	89
930	1192	88
931	1193	87
932	1194	85
933	1195	84
934	1196	83
935	1197	81
936	1198	80
937	1199	79
938	1200	77
939	1201	76
940	1202	75
941	1203	74
942	1204	72
943	1205	71
944	1206	70
945	1207	68
946	1208	67
947	1209	66
948	1210	65
949	1211	63
950	1212	62
951	1213	61
952	1214	59
953	1215	58
954	1216	57
955	1217	56
956	1218	54
957	1219	53
958	1220	52
959	1221	50
960	1222	49
961	1223	48
962	1224	47
963	1225	45
964	1226	44
965	1227	43
966	1228	41
967	1230	40
968	1231	39
969	1232	38
970	1233	36
971	1234	35
972	1235	34
973	1236	33
974	1237	31
975	1238	30
976	1239	29
977	1240	27
978	1241	26
979	1242	25
980	1243	24
981	1244	22
982	1245	21
983	1246	20
984	1247	19
985	1248	17
986	1249	16
987	1250	15
988	1251	13
989	1252	12
990	1253	11
991	1254	10
992	1256	8
993	1257	7
994	1258	6
995	1259	5
996	1260	3
997	1261	2
998	1262	1
999	1263	0
